timestamp,temperatura,humedad,luz,ruido
2025-01-10 07:10:00,16.44,77.7,413,85
2025-01-10 07:20:00,15.05,68.1,583,87
2025-01-10 07:30:00,14.14,72.7,408,78
2025-01-10 07:40:00,16.06,76.0,609,62
2025-01-10 07:50:00,15.33,68.8,674,63
2025-01-10 08:00:00,17.4,73.4,774,60
2025-01-10 08:10:00,16.6,70.5,797,63
2025-01-10 08:20:00,15.96,70.7,898,65
2025-01-10 08:30:00,16.96,72.1,856,83
2025-01-10 08:40:00,16.64,73.2,558,66
2025-01-10 08:50:00,16.78,74.7,483,68
2025-01-10 09:00:00,19.17,65.8,870,65
2025-01-10 09:10:00,10.0,73.9,558,82
2025-01-10 09:20:00,18.11,72.7,498,67
2025-01-10 09:30:00,17.22,69.1,495,70
2025-01-10 09:40:00,15.81,73.9,540,82
2025-01-10 09:50:00,17.84,63.5,718,64
2025-01-10 10:00:00,18.86,69.5,513,45
2025-01-10 10:10:00,19.33,66.6,785,31
2025-01-10 10:20:00,18.66,64.7,862,49
2025-01-10 10:30:00,17.64,62.9,617,56
2025-01-10 10:40:00,18.17,71.4,429,51
2025-01-10 10:50:00,19.89,70.9,789,35
2025-01-10 11:00:00,18.76,72.9,689,33
2025-01-10 11:10:00,20.7,70.7,497,38
2025-01-10 11:20:00,20.27,66.9,864,57
2025-01-10 11:30:00,19.18,78.9,709,35
2025-01-10 11:40:00,18.85,72.1,485,55
2025-01-10 11:50:00,20.27,63.5,528,45
2025-01-10 12:00:00,25.44,67.3,539,35
2025-01-10 12:10:00,18.4,68.7,877,38
2025-01-10 12:20:00,20.09,66.7,857,52
2025-01-10 12:30:00,19.97,76.0,644,47
2025-01-10 12:40:00,20.55,66.6,492,52
2025-01-10 12:50:00,19.92,66.3,431,49
2025-01-10 13:00:00,18.99,71.0,620,44
2025-01-10 13:10:00,20.45,68.6,433,33
2025-01-10 13:20:00,20.52,67.2,877,45
2025-01-10 13:30:00,19.62,76.7,560,50
2025-01-10 13:40:00,19.48,74.2,429,54
2025-01-10 13:50:00,18.37,62.4,861,48
2025-01-10 14:00:00,18.35,76.4,398,30
2025-01-10 14:10:00,19.44,68.2,892,60
2025-01-10 14:20:00,18.39,73.4,629,55
2025-01-10 14:30:00,17.67,76.8,705,30
2025-01-10 14:40:00,21.63,72.1,794,47
2025-01-10 14:50:00,17.66,78.0,728,55
2025-01-10 15:00:00,19.68,73.6,896,30
2025-01-10 15:10:00,17.63,72.7,472,53
2025-01-10 15:20:00,17.81,74.2,550,43
2025-01-10 15:30:00,17.34,65.2,717,41
2025-01-10 15:40:00,18.5,69.3,786,36
2025-01-10 15:50:00,16.73,65.9,522,52
2025-01-10 16:00:00,15.16,71.1,588,51
2025-01-10 16:10:00,17.92,73.6,610,52
2025-01-10 16:20:00,15.99,71.2,880,35
2025-01-10 16:30:00,17.23,71.2,473,51
2025-01-10 16:40:00,15.77,66.4,449,37
2025-01-10 16:50:00,17.2,69.7,827,46
2025-01-10 17:00:00,16.54,80.4,602,87
2025-01-10 17:10:00,14.77,71.5,592,60
2025-01-10 17:20:00,13.64,72.3,857,69
2025-01-10 17:30:00,16.54,74.7,828,76
2025-01-10 17:40:00,15.93,75.2,815,85
2025-01-10 17:50:00,14.81,73.2,673,72
2025-01-10 18:00:00,13.46,70.2,564,86
2025-01-10 18:10:00,12.75,78.0,449,82
2025-01-10 18:20:00,14.77,83.5,447,89
2025-01-10 18:30:00,13.21,83.1,465,63
2025-01-10 18:40:00,12.5,72.9,438,67
2025-01-10 18:50:00,13.81,77.4,651,90
2025-01-10 19:00:00,11.39,88.0,0,87
2025-01-10 19:10:00,11.26,77.9,0,67
2025-01-10 19:20:00,11.74,78.9,0,63
2025-01-10 19:30:00,12.15,71.9,0,84
2025-01-10 19:40:00,10.98,82.0,0,74
2025-01-10 19:50:00,13.19,79.0,0,61
2025-01-10 20:00:00,11.18,76.2,0,56
2025-01-10 20:10:00,10.34,82.6,0,44
2025-01-10 20:20:00,9.91,83.7,0,53
2025-01-10 20:30:00,10.56,77.0,0,45
2025-01-10 20:40:00,11.35,73.2,0,32
2025-01-10 20:50:00,11.23,80.4,0,38
2025-01-10 21:00:00,10.24,84.2,0,56
2025-01-10 21:10:00,9.01,82.5,0,35
2025-01-10 21:20:00,7.05,86.1,0,53
2025-01-10 21:30:00,10.39,74.6,0,44
2025-01-10 21:40:00,9.26,77.4,0,55
2025-01-10 21:50:00,9.93,82.3,0,40
2025-01-10 22:00:00,9.77,76.5,0,41
2025-01-10 22:10:00,10.39,79.7,0,32
2025-01-10 22:20:00,7.92,80.6,0,42
2025-01-10 22:30:00,8.55,86.8,0,58
2025-01-10 22:40:00,9.53,88.0,0,59
2025-01-10 22:50:00,7.76,85.6,0,36
2025-01-10 23:00:00,7.37,91.0,0,57
2025-01-10 23:10:00,7.37,89.1,0,42
2025-01-10 23:20:00,7.82,86.7,0,57
2025-01-10 23:30:00,7.66,86.6,0,52
2025-01-10 23:40:00,7.36,81.2,0,33
2025-01-10 23:50:00,12.07,77.9,0,37
2025-01-11 00:00:00,8.62,77.6,19,56
2025-01-11 00:10:00,9.04,83.8,19,58
2025-01-11 00:20:00,9.16,79.2,29,42
2025-01-11 00:30:00,7.59,82.9,35,41
2025-01-11 00:40:00,8.66,73.1,8,55
2025-01-11 00:50:00,8.16,82.5,16,49
2025-01-11 01:00:00,7.72,76.7,32,44
2025-01-11 01:10:00,8.77,77.2,0,44
2025-01-11 01:20:00,7.69,86.8,7,60
2025-01-11 01:30:00,7.88,88.8,9,31
2025-01-11 01:40:00,7.08,75.9,36,33
2025-01-11 01:50:00,7.81,79.2,14,35
2025-01-11 02:00:00,8.98,78.9,30,47
2025-01-11 02:10:00,10.03,82.3,0,52
2025-01-11 02:20:00,8.5,77.5,0,56
2025-01-11 02:30:00,7.95,76.1,20,37
2025-01-11 02:40:00,9.98,80.5,26,39
2025-01-11 02:50:00,8.37,79.7,0,30
2025-01-11 03:00:00,8.33,81.6,0,49
2025-01-11 03:10:00,9.84,75.4,1,41
2025-01-11 03:20:00,9.47,77.3,0,31
2025-01-11 03:30:00,11.57,81.2,0,47
2025-01-11 03:40:00,10.11,77.8,24,56
2025-01-11 03:50:00,9.61,71.4,35,33
2025-01-11 04:00:00,10.23,82.9,0,33
2025-01-11 04:10:00,11.24,76.1,0,43
2025-01-11 04:20:00,12.14,76.2,16,58
2025-01-11 04:30:00,11.22,86.5,7,55
2025-01-11 04:40:00,10.3,84.9,10,31
2025-01-11 04:50:00,11.41,80.2,0,52
2025-01-11 05:00:00,12.38,70.1,12,34
2025-01-11 05:10:00,12.78,80.0,19,52
2025-01-11 05:20:00,12.14,67.4,36,48
2025-01-11 05:30:00,12.12,75.0,12,45
2025-01-11 05:40:00,12.09,72.6,0,59
2025-01-11 05:50:00,13.18,71.7,0,34
2025-01-11 06:00:00,13.68,73.4,520,47
2025-01-11 06:10:00,13.61,74.9,883,56
2025-01-11 06:20:00,13.22,75.6,625,55
2025-01-11 06:30:00,14.34,72.1,733,59
2025-01-11 06:40:00,14.22,71.6,902,41
2025-01-11 06:50:00,13.62,75.8,927,38
2025-01-11 07:00:00,14.96,73.9,747,64
2025-01-11 07:10:00,17.03,70.9,845,71
2025-01-11 07:20:00,14.02,66.9,651,77
2025-01-11 07:30:00,15.92,63.6,497,66
2025-01-11 07:40:00,16.56,73.0,938,71
2025-01-11 07:50:00,12.82,74.2,893,73
2025-01-11 08:00:00,17.61,67.6,984,83
2025-01-11 08:10:00,16.8,69.9,700,60
2025-01-11 08:20:00,17.18,73.7,653,79
2025-01-11 08:30:00,16.72,76.5,981,89
2025-01-11 08:40:00,17.83,66.8,973,84
2025-01-11 08:50:00,17.26,68.1,661,69
2025-01-11 09:00:00,18.32,68.6,682,73
2025-01-11 09:10:00,17.5,61.9,516,65
2025-01-11 09:20:00,19.72,58.2,588,87
2025-01-11 09:30:00,18.22,61.4,794,60
2025-01-11 09:40:00,20.05,65.7,675,65
2025-01-11 09:50:00,19.76,63.9,674,80
2025-01-11 10:00:00,17.75,62.2,620,34
2025-01-11 10:10:00,18.65,65.7,490,51
2025-01-11 10:20:00,18.34,65.4,857,58
2025-01-11 10:30:00,19.13,62.5,935,38
2025-01-11 10:40:00,19.32,59.0,837,30
2025-01-11 10:50:00,19.35,67.1,790,39
2025-01-11 11:00:00,20.61,68.9,527,45
2025-01-11 11:10:00,20.96,62.2,731,54
2025-01-11 11:20:00,20.54,63.2,495,60
2025-01-11 11:30:00,19.32,67.9,595,41
2025-01-11 11:40:00,19.14,68.9,671,33
2025-01-11 11:50:00,19.77,62.9,948,53
2025-01-11 12:00:00,14.32,64.0,861,54
2025-01-11 12:10:00,25.83,70.3,925,33
2025-01-11 12:20:00,18.9,67.9,571,39
2025-01-11 12:30:00,20.52,59.9,733,48
2025-01-11 12:40:00,19.66,57.6,820,40
2025-01-11 12:50:00,19.64,63.3,749,50
2025-01-11 13:00:00,19.73,60.8,561,48
2025-01-11 13:10:00,19.58,66.6,796,42
2025-01-11 13:20:00,19.48,67.6,897,50
2025-01-11 13:30:00,18.75,65.7,813,42
2025-01-11 13:40:00,19.68,61.5,870,36
2025-01-11 13:50:00,20.33,59.6,769,52
2025-01-11 14:00:00,19.38,68.1,899,47
2025-01-11 14:10:00,19.93,68.8,947,37
2025-01-11 14:20:00,18.59,69.9,540,59
2025-01-11 14:30:00,18.15,64.3,548,38
2025-01-11 14:40:00,26.97,65.1,911,55
2025-01-11 14:50:00,26.68,68.7,683,57
2025-01-11 15:00:00,17.81,66.8,959,37
2025-01-11 15:10:00,18.39,64.5,758,39
2025-01-11 15:20:00,17.81,63.4,959,30
2025-01-11 15:30:00,17.22,69.6,500,38
2025-01-11 15:40:00,17.77,65.6,682,35
2025-01-11 15:50:00,18.49,64.6,988,38
2025-01-11 16:00:00,17.51,70.2,706,60
2025-01-11 16:10:00,17.5,65.6,974,50
2025-01-11 16:20:00,17.31,66.1,660,59
2025-01-11 16:30:00,16.84,68.6,822,49
2025-01-11 16:40:00,17.3,66.6,897,44
2025-01-11 16:50:00,16.94,74.1,543,40
2025-01-11 17:00:00,15.62,72.5,510,86
2025-01-11 17:10:00,14.78,70.9,526,70
2025-01-11 17:20:00,15.56,76.0,584,74
2025-01-11 17:30:00,15.83,70.7,764,64
2025-01-11 17:40:00,15.8,74.7,629,68
2025-01-11 17:50:00,14.5,66.4,756,65
2025-01-11 18:00:00,14.05,69.9,775,68
2025-01-11 18:10:00,12.82,68.6,977,74
2025-01-11 18:20:00,14.11,74.4,723,89
2025-01-11 18:30:00,13.41,66.2,883,88
2025-01-11 18:40:00,15.34,73.7,806,82
2025-01-11 18:50:00,14.07,70.4,795,85
2025-01-11 19:00:00,13.06,75.0,7,79
2025-01-11 19:10:00,14.11,74.4,0,81
2025-01-11 19:20:00,11.77,76.7,0,80
2025-01-11 19:30:00,12.77,83.4,0,65
2025-01-11 19:40:00,11.47,82.6,33,82
2025-01-11 19:50:00,12.7,77.8,29,89
2025-01-11 20:00:00,12.39,75.1,37,37
2025-01-11 20:10:00,10.47,77.2,5,43
2025-01-11 20:20:00,10.27,74.8,0,51
2025-01-11 20:30:00,10.9,73.5,36,47
2025-01-11 20:40:00,12.61,68.6,23,30
2025-01-11 20:50:00,11.59,75.5,36,51
2025-01-11 21:00:00,9.01,79.2,13,54
2025-01-11 21:10:00,10.9,80.5,21,58
2025-01-11 21:20:00,8.41,78.5,23,31
2025-01-11 21:30:00,11.44,75.3,4,52
2025-01-11 21:40:00,10.42,76.1,12,58
2025-01-11 21:50:00,11.14,81.8,15,52
2025-01-11 22:00:00,7.46,72.5,2,32
2025-01-11 22:10:00,8.91,77.3,0,30
2025-01-11 22:20:00,8.67,79.4,14,52
2025-01-11 22:30:00,7.97,77.7,20,33
2025-01-11 22:40:00,7.74,73.3,7,30
2025-01-11 22:50:00,9.18,83.1,8,32
2025-01-11 23:00:00,8.66,84.8,27,41
2025-01-11 23:10:00,9.22,76.2,28,47
2025-01-11 23:20:00,7.78,67.3,0,46
2025-01-11 23:30:00,8.07,88.2,31,31
2025-01-11 23:40:00,7.07,78.5,19,53
2025-01-11 23:50:00,9.41,76.3,26,48
2025-01-12 00:00:00,7.6,84.3,0,57
2025-01-12 00:10:00,8.12,86.0,0,31
2025-01-12 00:20:00,8.15,82.2,0,49
2025-01-12 00:30:00,8.71,85.3,0,30
2025-01-12 00:40:00,6.88,84.3,0,51
2025-01-12 00:50:00,8.1,82.0,0,53
2025-01-12 01:00:00,7.73,77.9,0,31
2025-01-12 01:10:00,9.43,89.8,0,41
2025-01-12 01:20:00,7.08,86.7,0,35
2025-01-12 01:30:00,8.69,81.4,0,39
2025-01-12 01:40:00,8.03,86.1,0,49
2025-01-12 01:50:00,7.99,81.0,0,53
2025-01-12 02:00:00,8.39,83.5,0,45
2025-01-12 02:10:00,9.43,86.0,0,31
2025-01-12 02:20:00,8.56,85.5,0,56
2025-01-12 02:30:00,7.13,82.0,0,46
2025-01-12 02:40:00,9.32,86.9,0,58
2025-01-12 02:50:00,9.18,83.7,0,30
2025-01-12 03:00:00,9.77,80.3,0,48
2025-01-12 03:10:00,8.4,89.1,0,39
2025-01-12 03:20:00,8.52,77.9,0,36
2025-01-12 03:30:00,7.8,84.0,0,57
2025-01-12 03:40:00,9.67,88.1,0,34
2025-01-12 03:50:00,8.22,75.6,0,51
2025-01-12 04:00:00,9.17,87.3,0,41
2025-01-12 04:10:00,11.56,87.5,0,48
2025-01-12 04:20:00,11.16,78.9,0,33
2025-01-12 04:30:00,10.28,81.9,0,41
2025-01-12 04:40:00,10.44,77.8,0,51
2025-01-12 04:50:00,8.62,77.4,0,49
2025-01-12 05:00:00,12.72,74.3,0,37
2025-01-12 05:10:00,11.44,85.6,0,38
2025-01-12 05:20:00,12.26,77.9,0,49
2025-01-12 05:30:00,10.0,73.3,0,57
2025-01-12 05:40:00,12.77,83.0,0,47
2025-01-12 05:50:00,11.39,81.5,0,48
2025-01-12 06:00:00,12.44,78.2,691,55
2025-01-12 06:10:00,13.27,74.1,831,59
2025-01-12 06:20:00,13.07,75.1,686,56
2025-01-12 06:30:00,14.4,85.0,740,52
2025-01-12 06:40:00,13.21,78.3,628,42
2025-01-12 06:50:00,14.63,74.6,453,56
2025-01-12 07:00:00,15.36,77.6,434,88
2025-01-12 07:10:00,15.81,78.0,695,86
2025-01-12 07:20:00,15.1,81.9,729,65
2025-01-12 07:30:00,16.11,74.9,657,87
2025-01-12 07:40:00,14.17,77.6,519,85
2025-01-12 07:50:00,15.19,76.8,735,66
2025-01-12 08:00:00,16.23,69.9,745,79
2025-01-12 08:10:00,17.66,67.3,725,64
2025-01-12 08:20:00,17.74,75.2,869,70
2025-01-12 08:30:00,16.54,75.5,603,61
2025-01-12 08:40:00,15.51,63.0,483,77
2025-01-12 08:50:00,16.89,74.9,505,72
2025-01-12 09:00:00,16.46,70.8,566,84
2025-01-12 09:10:00,19.09,72.8,381,79
2025-01-12 09:20:00,17.41,69.2,541,76
2025-01-12 09:30:00,17.76,76.9,525,75
2025-01-12 09:40:00,17.24,75.2,488,75
2025-01-12 09:50:00,17.07,65.5,456,74
2025-01-12 10:00:00,19.33,65.9,703,36
2025-01-12 10:10:00,18.61,70.1,749,44
2025-01-12 10:20:00,18.77,67.3,768,49
2025-01-12 10:30:00,17.94,74.1,693,33
2025-01-12 10:40:00,19.43,65.8,844,46
2025-01-12 10:50:00,19.51,74.1,709,43
2025-01-12 11:00:00,19.17,59.3,772,54
2025-01-12 11:10:00,20.35,67.4,427,44
2025-01-12 11:20:00,19.26,74.6,866,36
2025-01-12 11:30:00,19.96,68.8,794,30
2025-01-12 11:40:00,18.04,69.1,415,46
2025-01-12 11:50:00,19.62,72.1,755,36
2025-01-12 12:00:00,19.33,70.9,764,57
2025-01-12 12:10:00,19.67,68.3,425,58
2025-01-12 12:20:00,27.63,74.0,689,30
2025-01-12 12:30:00,19.64,69.3,844,58
2025-01-12 12:40:00,20.04,70.9,698,37
2025-01-12 12:50:00,19.09,72.5,802,43
2025-01-12 13:00:00,19.8,59.3,765,31
2025-01-12 13:10:00,20.33,66.1,823,38
2025-01-12 13:20:00,18.21,66.7,728,32
2025-01-12 13:30:00,23.72,71.6,651,36
2025-01-12 13:40:00,18.75,76.0,659,46
2025-01-12 13:50:00,18.47,61.5,406,54
2025-01-12 14:00:00,18.36,68.1,858,39
2025-01-12 14:10:00,19.57,74.2,604,45
2025-01-12 14:20:00,19.9,62.9,663,57
2025-01-12 14:30:00,18.83,71.3,420,42
2025-01-12 14:40:00,18.48,71.6,837,39
2025-01-12 14:50:00,19.38,72.0,393,43
2025-01-12 15:00:00,15.9,66.6,616,57
2025-01-12 15:10:00,16.94,70.9,439,49
2025-01-12 15:20:00,15.93,66.3,666,30
2025-01-12 15:30:00,16.93,75.5,681,36
2025-01-12 15:40:00,17.17,66.8,663,35
2025-01-12 15:50:00,18.97,71.2,598,34
2025-01-12 16:00:00,14.34,81.1,871,30
2025-01-12 16:10:00,16.21,77.3,642,36
2025-01-12 16:20:00,17.04,65.7,708,51
2025-01-12 16:30:00,16.87,71.5,686,59
2025-01-12 16:40:00,17.71,73.0,440,57
2025-01-12 16:50:00,16.67,72.0,445,58
2025-01-12 17:00:00,15.4,76.2,410,69
2025-01-12 17:10:00,13.63,77.1,515,69
2025-01-12 17:20:00,14.31,82.0,810,60
2025-01-12 17:30:00,13.67,72.8,693,86
2025-01-12 17:40:00,15.56,77.6,382,62
2025-01-12 17:50:00,15.38,73.9,616,66
2025-01-12 18:00:00,13.8,83.0,511,77
2025-01-12 18:10:00,12.84,78.3,467,79
2025-01-12 18:20:00,12.77,76.9,487,84
2025-01-12 18:30:00,13.71,75.7,792,66
2025-01-12 18:40:00,13.01,73.3,854,75
2025-01-12 18:50:00,12.73,80.2,429,83
2025-01-12 19:00:00,11.58,75.5,0,78
2025-01-12 19:10:00,11.46,71.3,0,63
2025-01-12 19:20:00,11.3,75.0,0,84
2025-01-12 19:30:00,11.01,79.4,0,69
2025-01-12 19:40:00,12.35,73.9,0,88
2025-01-12 19:50:00,13.24,75.6,0,67
2025-01-12 20:00:00,10.51,73.2,0,38
2025-01-12 20:10:00,10.72,77.4,0,42
2025-01-12 20:20:00,10.97,87.6,0,52
2025-01-12 20:30:00,10.84,78.2,0,37
2025-01-12 20:40:00,9.87,80.3,0,33
2025-01-12 20:50:00,11.92,89.7,0,49
2025-01-12 21:00:00,8.7,83.7,0,58
2025-01-12 21:10:00,9.82,83.6,0,31
2025-01-12 21:20:00,9.73,78.6,0,60
2025-01-12 21:30:00,7.73,83.3,0,30
2025-01-12 21:40:00,9.01,89.3,0,49
2025-01-12 21:50:00,9.35,77.6,0,54
2025-01-12 22:00:00,8.45,82.9,0,53
2025-01-12 22:10:00,8.59,79.0,0,44
2025-01-12 22:20:00,8.95,90.1,0,47
2025-01-12 22:30:00,8.34,78.9,0,39
2025-01-12 22:40:00,8.63,80.9,0,39
2025-01-12 22:50:00,8.31,79.0,0,45
2025-01-12 23:00:00,6.93,78.9,0,55
2025-01-12 23:10:00,0.77,84.8,0,35
2025-01-12 23:20:00,8.35,83.1,0,40
2025-01-12 23:30:00,8.64,85.9,0,50
2025-01-12 23:40:00,8.18,87.0,0,46
2025-01-12 23:50:00,8.82,77.7,0,30
2025-01-13 00:00:00,7.62,88.5,0,59
2025-01-13 00:10:00,0.98,83.7,0,42
2025-01-13 00:20:00,8.04,87.9,0,36
2025-01-13 00:30:00,15.11,88.7,0,39
2025-01-13 00:40:00,7.87,86.3,0,43
2025-01-13 00:50:00,6.53,92.6,0,41
2025-01-13 01:00:00,7.77,81.3,0,46
2025-01-13 01:10:00,7.95,82.6,0,60
2025-01-13 01:20:00,8.33,88.0,0,43
2025-01-13 01:30:00,8.15,95.5,0,30
2025-01-13 01:40:00,8.34,83.3,0,51
2025-01-13 01:50:00,7.41,86.8,0,54
2025-01-13 02:00:00,7.81,91.0,0,41
2025-01-13 02:10:00,7.87,89.9,0,32
2025-01-13 02:20:00,8.3,88.7,0,42
2025-01-13 02:30:00,6.64,83.4,0,54
2025-01-13 02:40:00,9.16,86.2,0,43
2025-01-13 02:50:00,8.13,86.4,0,56
2025-01-13 03:00:00,8.71,89.2,0,50
2025-01-13 03:10:00,13.02,84.5,0,34
2025-01-13 03:20:00,9.01,90.4,0,44
2025-01-13 03:30:00,8.88,84.8,0,45
2025-01-13 03:40:00,8.33,85.6,0,58
2025-01-13 03:50:00,8.51,84.5,0,59
2025-01-13 04:00:00,10.26,82.6,0,33
2025-01-13 04:10:00,9.82,83.1,0,40
2025-01-13 04:20:00,10.74,83.5,0,59
2025-01-13 04:30:00,9.69,76.9,0,48
2025-01-13 04:40:00,10.41,82.2,0,47
2025-01-13 04:50:00,11.23,90.1,0,55
2025-01-13 05:00:00,11.7,74.2,0,39
2025-01-13 05:10:00,12.02,80.4,0,59
2025-01-13 05:20:00,11.97,79.2,0,51
2025-01-13 05:30:00,11.74,82.7,0,46
2025-01-13 05:40:00,11.68,83.5,0,58
2025-01-13 05:50:00,11.28,82.0,0,57
2025-01-13 06:00:00,13.41,71.3,509,53
2025-01-13 06:10:00,13.06,71.2,711,44
2025-01-13 06:20:00,14.52,68.7,385,58
2025-01-13 06:30:00,13.93,78.8,689,54
2025-01-13 06:40:00,12.12,72.8,399,51
2025-01-13 06:50:00,12.17,69.9,393,39
2025-01-13 07:00:00,14.73,73.6,334,84
2025-01-13 07:10:00,14.52,74.5,708,66
2025-01-13 07:20:00,14.69,76.9,524,84
2025-01-13 07:30:00,15.36,77.3,381,83
2025-01-13 07:40:00,15.09,77.5,792,61
2025-01-13 07:50:00,15.08,80.5,367,89
2025-01-13 08:00:00,17.44,74.2,608,85
2025-01-13 08:10:00,15.17,78.3,734,76
2025-01-13 08:20:00,16.37,73.9,688,62
2025-01-13 08:30:00,15.82,73.7,721,72
2025-01-13 08:40:00,17.43,73.1,463,62
2025-01-13 08:50:00,14.52,75.2,494,67
2025-01-13 09:00:00,15.8,76.3,543,81
2025-01-13 09:10:00,17.77,76.2,622,62
2025-01-13 09:20:00,18.43,76.1,483,65
2025-01-13 09:30:00,18.15,74.9,470,78
2025-01-13 09:40:00,16.89,69.1,379,60
2025-01-13 09:50:00,18.73,84.7,351,86
2025-01-13 10:00:00,17.5,67.1,434,54
2025-01-13 10:10:00,19.53,72.9,546,58
2025-01-13 10:20:00,17.6,84.4,701,48
2025-01-13 10:30:00,18.2,75.9,645,33
2025-01-13 10:40:00,18.99,69.6,329,45
2025-01-13 10:50:00,17.31,77.3,594,35
2025-01-13 11:00:00,20.26,72.4,518,59
2025-01-13 11:10:00,18.8,68.3,662,55
2025-01-13 11:20:00,19.19,72.5,307,53
2025-01-13 11:30:00,20.01,70.2,732,54
2025-01-13 11:40:00,18.45,70.8,585,59
2025-01-13 11:50:00,19.93,71.8,532,48
2025-01-13 12:00:00,20.6,74.1,666,38
2025-01-13 12:10:00,18.76,74.9,484,40
2025-01-13 12:20:00,20.38,68.4,544,41
2025-01-13 12:30:00,17.88,72.8,751,58
2025-01-13 12:40:00,19.6,70.3,457,42
2025-01-13 12:50:00,18.3,74.4,649,55
2025-01-13 13:00:00,13.84,67.5,525,55
2025-01-13 13:10:00,19.77,71.5,418,56
2025-01-13 13:20:00,20.74,64.3,683,37
2025-01-13 13:30:00,20.22,74.4,460,48
2025-01-13 13:40:00,18.95,78.8,399,30
2025-01-13 13:50:00,18.22,77.8,364,33
2025-01-13 14:00:00,18.93,75.8,445,41
2025-01-13 14:10:00,18.43,74.7,524,37
2025-01-13 14:20:00,19.72,80.7,484,54
2025-01-13 14:30:00,16.75,70.2,746,43
2025-01-13 14:40:00,20.23,71.4,756,34
2025-01-13 14:50:00,18.91,78.1,461,54
2025-01-13 15:00:00,16.88,73.1,325,58
2025-01-13 15:10:00,18.12,70.0,783,34
2025-01-13 15:20:00,18.57,67.6,768,31
2025-01-13 15:30:00,17.62,70.3,397,34
2025-01-13 15:40:00,16.12,80.7,437,51
2025-01-13 15:50:00,17.29,73.3,564,52
2025-01-13 16:00:00,17.12,72.3,344,34
2025-01-13 16:10:00,16.68,75.0,556,57
2025-01-13 16:20:00,16.16,76.6,403,46
2025-01-13 16:30:00,17.33,67.9,389,35
2025-01-13 16:40:00,16.88,71.8,606,46
2025-01-13 16:50:00,16.94,69.4,582,39
2025-01-13 17:00:00,14.51,83.1,636,87
2025-01-13 17:10:00,14.43,76.8,801,79
2025-01-13 17:20:00,13.48,76.6,533,71
2025-01-13 17:30:00,14.63,76.5,484,75
2025-01-13 17:40:00,15.59,72.8,471,73
2025-01-13 17:50:00,14.68,79.3,667,83
2025-01-13 18:00:00,13.64,86.7,686,61
2025-01-13 18:10:00,14.18,76.9,748,87
2025-01-13 18:20:00,13.58,82.9,639,75
2025-01-13 18:30:00,13.66,78.9,317,88
2025-01-13 18:40:00,12.2,76.3,581,70
2025-01-13 18:50:00,13.03,83.0,627,86
2025-01-13 19:00:00,13.11,74.9,0,72
2025-01-13 19:10:00,11.82,75.7,0,61
2025-01-13 19:20:00,13.25,88.5,0,72
2025-01-13 19:30:00,11.15,79.8,0,84
2025-01-13 19:40:00,11.92,86.2,0,66
2025-01-13 19:50:00,11.43,80.9,0,73
2025-01-13 20:00:00,10.76,73.2,0,48
2025-01-13 20:10:00,11.0,86.1,0,32
2025-01-13 20:20:00,10.77,84.8,0,33
2025-01-13 20:30:00,11.12,80.3,0,36
2025-01-13 20:40:00,10.28,87.7,0,37
2025-01-13 20:50:00,10.13,87.1,0,58
2025-01-13 21:00:00,7.64,82.0,0,30
2025-01-13 21:10:00,9.55,89.3,0,56
2025-01-13 21:20:00,9.18,85.9,0,45
2025-01-13 21:30:00,8.99,85.3,0,49
2025-01-13 21:40:00,8.89,82.0,0,41
2025-01-13 21:50:00,9.01,81.3,0,34
2025-01-13 22:00:00,7.9,91.9,0,58
2025-01-13 22:10:00,7.67,87.8,0,57
2025-01-13 22:20:00,8.28,90.0,0,43
2025-01-13 22:30:00,8.48,84.3,0,32
2025-01-13 22:40:00,7.47,88.3,0,53
2025-01-13 22:50:00,7.77,84.9,0,54
2025-01-13 23:00:00,7.33,89.7,0,48
2025-01-13 23:10:00,7.49,81.5,0,49
2025-01-13 23:20:00,7.39,81.5,0,58
2025-01-13 23:30:00,8.02,82.6,0,34
2025-01-13 23:40:00,6.17,87.0,0,53
2025-01-13 23:50:00,6.31,78.2,0,31
2025-01-14 00:00:00,8.15,82.1,3,49
2025-01-14 00:10:00,7.51,82.7,0,48
2025-01-14 00:20:00,8.7,73.3,37,44
2025-01-14 00:30:00,8.93,78.7,23,41
2025-01-14 00:40:00,8.18,87.7,5,41
2025-01-14 00:50:00,7.13,78.5,5,50
2025-01-14 01:00:00,9.04,76.0,10,40
2025-01-14 01:10:00,8.36,78.5,0,58
2025-01-14 01:20:00,7.01,84.7,16,44
2025-01-14 01:30:00,7.08,75.4,33,35
2025-01-14 01:40:00,9.41,82.2,40,42
2025-01-14 01:50:00,9.28,81.7,36,32
2025-01-14 02:00:00,6.78,79.2,4,50
2025-01-14 02:10:00,7.71,77.7,0,41
2025-01-14 02:20:00,9.71,82.9,11,34
2025-01-14 02:30:00,8.78,74.7,0,31
2025-01-14 02:40:00,9.36,80.8,32,57
2025-01-14 02:50:00,8.75,73.0,0,52
2025-01-14 03:00:00,10.27,81.8,39,41
2025-01-14 03:10:00,9.75,81.0,17,50
2025-01-14 03:20:00,9.4,76.3,33,51
2025-01-14 03:30:00,10.6,77.0,18,48
2025-01-14 03:40:00,9.91,79.9,13,50
2025-01-14 03:50:00,10.27,72.5,20,56
2025-01-14 04:00:00,11.12,75.1,40,47
2025-01-14 04:10:00,10.6,76.3,30,41
